Date,BU_ID,Campaign_ID,Campaign_Name,Campaign_Flightdate_Start,Campaign_Flightdate_End,Account_Manager_ID,Campaign_Status,Advertiser_Source_ID,Advertiser_Source_Name,Campaign_Target_ID,Campaign_Target_Name,Campaign_Target_Flightdate_Start,Campaign_Target_Flightdate_End,Campaign_Target_Status,Creative_ID,Creative_Name,Creative_Message_ID,Creative_Message_Name,Adserver_Placement_ID,Adserver_Placement_Name,Integration_ID,Integration_Name,Currency_Code,Click_Based_Conversions,Impression_Based_Conversions
2017-01-31,106007,1001003,Motel 6_LiveTest _March2016,2016-03-01 05:00:00,2017-02-01 04:59:59,9704,ACTIVE,4,IONE US,1001241,Motel6_Remarketing_Cart_HV,2016-06-13 05:00:00,2017-02-01 04:59:59,INACTIVE,1001680,Netmining_Motel6_Slider_160x600_1x1_Pool,16,Motel 6_033016,,,160,Google ADX,USD,0,2
2017-01-31,106007,1001003,Motel 6_LiveTest _March2016,2016-03-01 05:00:00,2017-02-01 04:59:59,9704,ACTIVE,4,IONE US,1001241,Motel6_Remarketing_Cart_HV,2016-06-13 05:00:00,2017-02-01 04:59:59,INACTIVE,1001679,Netmining_Motel6_Slider_300x250_1x1_Pool,16,Motel 6_033016,,,588,AdTech Marketplace RTB,USD,0,4
2017-01-31,106007,1001003,Motel 6_LiveTest _March2016,2016-03-01 05:00:00,2017-02-01 04:59:59,9704,ACTIVE,4,IONE US,1001241,Motel6_Remarketing_Cart_HV,2016-06-13 05:00:00,2017-02-01 04:59:59,INACTIVE,1001679,Netmining_Motel6_Slider_300x250_1x1_Pool,16,Motel 6_033016,,,316,Index Exchange Media,USD,0,9
2017-01-31,106007,1001003,Motel 6_LiveTest _March2016,2016-03-01 05:00:00,2017-02-01 04:59:59,9704,ACTIVE,4,IONE US,1001241,Motel6_Remarketing_Cart_HV,2016-06-13 05:00:00,2017-02-01 04:59:59,INACTIVE,1001679,Netmining_Motel6_Slider_300x250_1x1_Pool,16,Motel 6_033016,,,271,AppNexus,USD,0,1
2017-01-31,106007,1001003,Motel 6_LiveTest _March2016,2016-03-01 05:00:00,2017-02-01 04:59:59,9704,ACTIVE,4,IONE US,1001241,Motel6_Remarketing_Cart_HV,2016-06-13 05:00:00,2017-02-01 04:59:59,INACTIVE,1001679,Netmining_Motel6_Slider_300x250_1x1_Pool,16,Motel 6_033016,,,263,Pubmatic,USD,0,5
2017-01-31,106007,1001003,Motel 6_LiveTest _March2016,2016-03-01 05:00:00,2017-02-01 04:59:59,9704,ACTIVE,4,IONE US,1001241,Motel6_Remarketing_Cart_HV,2016-06-13 05:00:00,2017-02-01 04:59:59,INACTIVE,1001679,Netmining_Motel6_Slider_300x250_1x1_Pool,16,Motel 6_033016,,,210,OpenX,USD,0,6
2017-01-31,106007,1001003,Motel 6_LiveTest _March2016,2016-03-01 05:00:00,2017-02-01 04:59:59,9704,ACTIVE,4,IONE US,1001241,Motel6_Remarketing_Cart_HV,2016-06-13 05:00:00,2017-02-01 04:59:59,INACTIVE,1001679,Netmining_Motel6_Slider_300x250_1x1_Pool,16,Motel 6_033016,,,160,Google ADX,USD,0,21
2017-01-31,106007,1001003,Motel 6_LiveTest _March2016,2016-03-01 05:00:00,2017-02-01 04:59:59,9704,ACTIVE,4,IONE US,1001241,Motel6_Remarketing_Cart_HV,2016-06-13 05:00:00,2017-02-01 04:59:59,INACTIVE,1001678,Netmining_Motel6_Slider_728x90_Pool,16,Motel 6_033016,,,588,AdTech Marketplace RTB,USD,0,2
2017-01-31,106007,1001003,Motel 6_LiveTest _March2016,2016-03-01 05:00:00,2017-02-01 04:59:59,9704,ACTIVE,4,IONE US,1001241,Motel6_Remarketing_Cart_HV,2016-06-13 05:00:00,2017-02-01 04:59:59,INACTIVE,1001678,Netmining_Motel6_Slider_728x90_Pool,16,Motel 6_033016,,,316,Index Exchange Media,USD,0,1
2017-01-31,106007,1001003,Motel 6_LiveTest _March2016,2016-03-01 05:00:00,2017-02-01 04:59:59,9704,ACTIVE,4,IONE US,1001241,Motel6_Remarketing_Cart_HV,2016-06-13 05:00:00,2017-02-01 04:59:59,INACTIVE,1001678,Netmining_Motel6_Slider_728x90_Pool,16,Motel 6_033016,,,300,AppNexus (MSFT),USD,0,2
2017-01-31,106007,1001003,Motel 6_LiveTest _March2016,2016-03-01 05:00:00,2017-02-01 04:59:59,9704,ACTIVE,4,IONE US,1001241,Motel6_Remarketing_Cart_HV,2016-06-13 05:00:00,2017-02-01 04:59:59,INACTIVE,1001678,Netmining_Motel6_Slider_728x90_Pool,16,Motel 6_033016,,,271,AppNexus,USD,0,1
2017-01-31,106007,1001003,Motel 6_LiveTest _March2016,2016-03-01 05:00:00,2017-02-01 04:59:59,9704,ACTIVE,4,IONE US,1001241,Motel6_Remarketing_Cart_HV,2016-06-13 05:00:00,2017-02-01 04:59:59,INACTIVE,1001678,Netmining_Motel6_Slider_728x90_Pool,16,Motel 6_033016,,,210,OpenX,USD,0,4
2017-01-31,106007,1001003,Motel 6_LiveTest _March2016,2016-03-01 05:00:00,2017-02-01 04:59:59,9704,ACTIVE,4,IONE US,1001241,Motel6_Remarketing_Cart_HV,2016-06-13 05:00:00,2017-02-01 04:59:59,INACTIVE,1001678,Netmining_Motel6_Slider_728x90_Pool,16,Motel 6_033016,,,160,Google ADX,USD,0,2
2017-01-31,106007,1001003,Motel 6_LiveTest _March2016,2016-03-01 05:00:00,2017-02-01 04:59:59,9704,ACTIVE,4,IONE US,1001073,Motel6_RMK_DCT_Map_Portrait,2016-04-01 05:00:00,2017-01-01 04:59:59,ENDED,1001132,Netmining_Motel6_Dynamic_Creative_300x600_V1_1x1_VIEW&CLICK,16,Motel 6_033016,,,588,AdTech Marketplace RTB,USD,0,2
2017-01-31,106007,1001003,Motel 6_LiveTest _March2016,2016-03-01 05:00:00,2017-02-01 04:59:59,9704,ACTIVE,4,IONE US,1001073,Motel6_RMK_DCT_Map_Portrait,2016-04-01 05:00:00,2017-01-01 04:59:59,ENDED,1001132,Netmining_Motel6_Dynamic_Creative_300x600_V1_1x1_VIEW&CLICK,16,Motel 6_033016,,,527,Lijit,USD,0,1
2017-01-31,106007,1001003,Motel 6_LiveTest _March2016,2016-03-01 05:00:00,2017-02-01 04:59:59,9704,ACTIVE,4,IONE US,1001073,Motel6_RMK_DCT_Map_Portrait,2016-04-01 05:00:00,2017-01-01 04:59:59,ENDED,1001132,Netmining_Motel6_Dynamic_Creative_300x600_V1_1x1_VIEW&CLICK,16,Motel 6_033016,,,298,Rubicon,USD,0,3
2017-01-31,106007,1001003,Motel 6_LiveTest _March2016,2016-03-01 05:00:00,2017-02-01 04:59:59,9704,ACTIVE,4,IONE US,1001073,Motel6_RMK_DCT_Map_Portrait,2016-04-01 05:00:00,2017-01-01 04:59:59,ENDED,1001132,Netmining_Motel6_Dynamic_Creative_300x600_V1_1x1_VIEW&CLICK,16,Motel 6_033016,,,210,OpenX,USD,0,1
2017-01-31,106007,1001003,Motel 6_LiveTest _March2016,2016-03-01 05:00:00,2017-02-01 04:59:59,9704,ACTIVE,4,IONE US,1001072,Motel6_RMK_DCT_Map_Billboard,2016-04-01 05:00:00,2017-01-01 04:59:59,ENDED,1001131,Netmining_Motel6_Dynamic_Creative_970x250_V1_1x1_VIEW&CLICK,16,Motel 6_033016,,,316,Index Exchange Media,USD,0,6
2017-01-31,106007,1001003,Motel 6_LiveTest _March2016,2016-03-01 05:00:00,2017-02-01 04:59:59,9704,ACTIVE,4,IONE US,1001072,Motel6_RMK_DCT_Map_Billboard,2016-04-01 05:00:00,2017-01-01 04:59:59,ENDED,1001131,Netmining_Motel6_Dynamic_Creative_970x250_V1_1x1_VIEW&CLICK,16,Motel 6_033016,,,160,Google ADX,USD,0,1
2017-01-31,106007,1001003,Motel 6_LiveTest _March2016,2016-03-01 05:00:00,2017-02-01 04:59:59,9704,ACTIVE,4,IONE US,1001061,Motel6_RMK_RON,2016-04-01 05:00:00,2017-01-01 04:59:59,ENDED,1001425,Motel6_300x250_V6,16,Motel 6_033016,,Netmining_Motel6_NonGeoTargeted_SpringBreak_300x250_V6,271,AppNexus,USD,0,1
